expiry_gap_hours,food_category,quantity_kg,storage_temp_c,donor_type,preparation_method,distance_to_ngo_km,donation_frequency,time_of_day,ambient_humidity,packaging_integrity,seasonal_indicator,urgency_class,food_category_enc,donor_type_enc,prep_method_enc,seasonal_enc,urgency_enc
38.41,Fresh Produce,25.4,2.6,supermarket,processed,18.7,8,10.0,76.1,0.49,spring,Low,5,4,3,1,2
68.21,Fresh Produce,18.3,4.3,restaurant,frozen,27.1,3,14.9,42.0,0.41,winter,Low,5,3,1,3,2
71.18,Fresh Produce,6.4,7.8,household,raw,19.6,7,21.8,72.2,0.55,monsoon,Low,5,2,4,0,2
71.78,Fresh Produce,46.0,3.0,supermarket,raw,3.1,5,16.4,68.2,0.99,winter,Low,5,4,4,3,2
70.66,Fresh Produce,47.3,4.3,event,raw,22.7,8,12.7,48.2,0.43,spring,Low,5,1,4,1,2
59.94,Fresh Produce,31.7,3.0,restaurant,frozen,4.1,16,13.3,74.4,0.94,summer,Low,5,3,1,2,2
38.18,Fresh Produce,23.1,8.0,restaurant,processed,27.4,17,0.8,53.5,0.97,monsoon,Low,5,3,3,0,2
51.74,Fresh Produce,30.2,5.1,supermarket,frozen,17.4,6,14.8,48.5,0.73,spring,Low,5,4,1,1,2
44.64,Fresh Produce,30.6,6.8,event,processed,18.5,8,14.9,69.0,0.67,monsoon,Low,5,1,3,0,2
18.45,Fresh Produce,10.7,4.1,restaurant,raw,17.0,16,16.5,65.3,0.54,spring,High,5,3,4,1,1
55.33,Fresh Produce,42.7,7.7,supermarket,cooked,21.8,18,1.7,41.4,0.4,summer,Low,5,4,0,2,2
18.57,Fresh Produce,18.7,2.9,event,processed,2.3,17,10.8,70.1,0.54,monsoon,High,5,1,3,0,1
21.49,Fresh Produce,12.4,4.7,supermarket,packaged,9.8,15,3.3,52.8,0.5,monsoon,High,5,4,2,0,1
48.37,Fresh Produce,27.2,3.3,event,processed,22.8,10,14.8,50.4,0.63,spring,Low,5,1,3,1,2
27.14,Fresh Produce,23.4,4.3,event,processed,12.3,2,15.6,48.2,0.35,winter,Moderate,5,1,3,3,3
49.9,Fresh Produce,3.4,2.5,supermarket,cooked,21.1,9,9.4,88.0,0.71,monsoon,Low,5,4,0,0,2
14.01,Fresh Produce,43.6,7.8,supermarket,raw,12.6,8,15.6,60.0,0.77,monsoon,High,5,4,4,0,1
12.12,Fresh Produce,40.3,3.5,restaurant,frozen,18.3,4,10.6,79.5,0.31,spring,High,5,3,1,1,1
15.08,Fresh Produce,48.0,3.7,restaurant,cooked,2.3,1,18.3,53.0,0.51,monsoon,High,5,3,0,0,1
42.46,Fresh Produce,40.7,2.9,event,packaged,0.6,13,2.3,37.0,0.93,winter,Low,5,1,2,3,2
60.76,Fresh Produce,31.7,3.8,restaurant,processed,8.8,16,18.8,87.3,0.86,monsoon,Low,5,3,3,0,2
27.84,Fresh Produce,40.4,7.4,restaurant,processed,3.8,16,16.6,57.8,0.63,spring,Moderate,5,3,3,1,3
28.05,Fresh Produce,5.7,3.8,corporate,frozen,8.4,9,1.8,59.4,0.55,summer,Moderate,5,0,1,2,3
7.07,Fresh Produce,39.2,4.5,restaurant,frozen,23.6,8,4.4,63.5,0.85,summer,High,5,3,1,2,1
30.46,Fresh Produce,28.4,2.1,corporate,packaged,5.6,9,14.7,63.4,0.34,spring,Moderate,5,0,2,1,3
25.65,Fresh Produce,41.2,7.8,corporate,processed,5.2,3,6.3,76.1,0.34,spring,Moderate,5,0,3,1,3
49.23,Fresh Produce,38.5,4.7,supermarket,cooked,9.5,6,18.8,46.7,0.72,summer,Low,5,4,0,2,2
57.68,Fresh Produce,13.8,7.2,household,packaged,13.6,17,23.1,72.8,0.99,spring,Low,5,2,2,1,2
70.88,Fresh Produce,6.9,5.1,restaurant,frozen,5.3,14,1.3,49.0,0.31,monsoon,Low,5,3,1,0,2
14.33,Fresh Produce,8.7,4.9,event,packaged,6.7,4,18.8,62.9,0.4,winter,High,5,1,2,3,1
10.61,Fresh Produce,44.7,6.6,restaurant,processed,12.2,16,22.7,47.8,0.94,spring,High,5,3,3,1,1
50.76,Fresh Produce,3.7,3.4,supermarket,cooked,7.0,14,13.2,44.5,0.8,winter,Low,5,4,0,3,2
3.94,Fresh Produce,11.0,2.9,restaurant,frozen,18.5,5,2.4,37.0,0.69,summer,High,5,3,1,2,1
57.43,Fresh Produce,31.6,4.2,household,packaged,29.3,15,12.3,38.0,0.83,spring,Low,5,2,2,1,2
30.54,Fresh Produce,32.0,4.5,corporate,raw,3.0,6,14.7,43.9,0.84,summer,Moderate,5,0,4,2,3
20.94,Fresh Produce,9.4,3.8,household,processed,20.4,7,21.5,59.2,0.82,spring,High,5,2,3,1,1
45.8,Fresh Produce,35.3,6.0,restaurant,packaged,13.6,7,12.5,89.6,0.49,winter,Low,5,3,2,3,2
52.64,Fresh Produce,10.6,7.2,household,cooked,23.5,15,7.1,66.8,0.98,spring,Low,5,2,0,1,2
40.21,Fresh Produce,18.2,3.6,restaurant,packaged,23.3,3,13.8,38.0,0.73,spring,Low,5,3,2,1,2
37.5,Fresh Produce,38.0,7.7,household,raw,9.3,13,15.4,58.9,0.37,winter,Low,5,2,4,3,2
48.51,Fresh Produce,18.2,6.1,restaurant,packaged,1.7,17,17.9,31.0,0.37,spring,Low,5,3,2,1,2
32.41,Fresh Produce,38.3,4.7,restaurant,packaged,25.1,15,23.4,34.1,0.4,winter,Moderate,5,3,2,3,3
29.98,Fresh Produce,27.0,6.6,event,packaged,28.9,19,23.6,70.8,0.34,monsoon,Moderate,5,1,2,0,3
2.82,Fresh Produce,39.8,2.6,event,raw,6.3,18,2.3,40.7,0.38,monsoon,High,5,1,4,0,1
9.36,Fresh Produce,38.6,7.8,restaurant,frozen,20.3,10,19.3,74.8,0.84,spring,High,5,3,1,1,1
59.43,Fresh Produce,15.6,7.4,corporate,frozen,11.5,2,2.5,55.4,0.63,summer,Low,5,0,1,2,2
56.83,Fresh Produce,5.9,2.6,household,raw,20.8,14,1.4,35.3,0.67,winter,Low,5,2,4,3,2
27.39,Fresh Produce,17.8,7.7,restaurant,processed,5.4,12,2.7,63.1,0.72,winter,Moderate,5,3,3,3,3
62.85,Fresh Produce,9.6,7.5,restaurant,frozen,4.5,15,3.7,58.7,0.92,summer,Low,5,3,1,2,2
47.54,Fresh Produce,6.3,6.0,supermarket,frozen,16.2,15,2.7,80.1,0.65,spring,Low,5,4,1,1,2
40.06,Fresh Produce,27.6,4.6,household,raw,4.8,15,11.5,89.4,0.74,monsoon,Low,5,2,4,0,2
5.69,Fresh Produce,45.2,4.6,corporate,raw,24.1,1,13.3,89.3,0.8,spring,High,5,0,4,1,1
62.79,Fresh Produce,46.4,7.3,event,raw,5.3,16,20.5,30.6,0.87,summer,Low,5,1,4,2,2
29.49,Fresh Produce,47.0,2.2,restaurant,raw,4.4,12,9.8,44.1,0.58,monsoon,Moderate,5,3,4,0,3
28.82,Fresh Produce,18.4,4.0,restaurant,processed,14.3,16,8.4,43.3,0.35,winter,Moderate,5,3,3,3,3
51.3,Fresh Produce,18.3,4.1,event,cooked,19.8,13,3.2,63.1,0.55,monsoon,Low,5,1,0,0,2
32.83,Fresh Produce,11.2,4.9,corporate,packaged,1.9,12,4.0,43.8,0.84,monsoon,Moderate,5,0,2,0,3
64.68,Fresh Produce,7.1,4.1,household,packaged,4.0,18,22.1,70.4,0.6,winter,Low,5,2,2,3,2
55.13,Fresh Produce,48.9,3.1,event,processed,5.1,18,12.7,75.2,0.76,monsoon,Low,5,1,3,0,2
22.52,Fresh Produce,45.5,4.4,household,processed,15.8,17,3.0,72.0,0.81,monsoon,High,5,2,3,0,1
22.75,Fresh Produce,47.7,3.5,household,packaged,12.8,19,20.3,72.1,0.99,monsoon,High,5,2,2,0,1
38.74,Fresh Produce,43.7,6.5,supermarket,processed,17.4,1,10.6,43.2,0.4,monsoon,Low,5,4,3,0,2
8.87,Fresh Produce,38.0,3.1,event,raw,28.9,1,9.4,45.3,0.81,winter,High,5,1,4,3,1
68.46,Fresh Produce,39.6,6.0,household,packaged,20.7,16,22.6,81.8,0.45,spring,Low,5,2,2,1,2
54.06,Fresh Produce,15.8,7.9,supermarket,cooked,29.5,7,21.9,72.2,0.34,spring,Low,5,4,0,1,2
62.2,Fresh Produce,43.9,6.7,corporate,packaged,16.7,8,6.9,70.7,0.88,monsoon,Low,5,0,2,0,2
30.1,Fresh Produce,21.3,2.8,household,raw,18.7,9,13.9,56.1,0.32,spring,Moderate,5,2,4,1,3
60.04,Fresh Produce,35.7,4.7,supermarket,processed,26.1,7,15.1,81.6,0.73,spring,Low,5,4,3,1,2
56.51,Fresh Produce,49.4,3.4,event,processed,20.5,12,21.5,56.2,0.46,winter,Low,5,1,3,3,2
58.89,Fresh Produce,22.3,6.2,household,packaged,25.0,5,10.3,30.3,0.47,monsoon,Low,5,2,2,0,2
32.6,Fresh Produce,39.6,6.5,supermarket,processed,13.8,1,1.5,64.5,0.84,monsoon,Moderate,5,4,3,0,3
42.65,Fresh Produce,11.5,3.1,corporate,cooked,7.5,17,13.3,42.5,0.36,spring,Low,5,0,0,1,2
18.01,Fresh Produce,5.2,5.7,event,processed,5.5,8,16.0,49.4,0.33,summer,High,5,1,3,2,1
51.28,Fresh Produce,4.1,3.9,corporate,processed,11.8,15,7.5,58.9,0.43,winter,Low,5,0,3,3,2
60.66,Fresh Produce,9.6,5.0,supermarket,packaged,7.1,3,17.3,31.9,0.51,monsoon,Low,5,4,2,0,2
36.17,Fresh Produce,7.4,6.1,household,raw,28.7,10,10.6,60.7,0.6,winter,Low,5,2,4,3,2
42.52,Fresh Produce,26.9,5.7,supermarket,raw,14.7,13,16.5,41.8,0.31,monsoon,Low,5,4,4,0,2
46.17,Fresh Produce,37.7,2.7,restaurant,frozen,2.5,6,14.2,55.9,0.94,summer,Low,5,3,1,2,2
28.34,Fresh Produce,1.6,4.8,event,frozen,24.4,6,4.9,45.9,0.81,spring,Moderate,5,1,1,1,3
68.24,Fresh Produce,38.5,5.2,household,cooked,16.2,6,8.7,82.7,0.44,spring,Low,5,2,0,1,2
69.89,Fresh Produce,12.8,4.4,household,cooked,26.9,10,1.1,62.4,0.63,spring,Low,5,2,0,1,2
71.22,Fresh Produce,24.8,6.7,restaurant,frozen,5.1,2,21.9,80.4,0.8,spring,Low,5,3,1,1,2
53.06,Fresh Produce,26.6,7.6,corporate,raw,20.9,13,8.1,87.8,0.76,monsoon,Low,5,0,4,0,2
13.62,Fresh Produce,21.4,4.1,event,processed,2.7,10,18.1,61.5,0.57,summer,High,5,1,3,2,1
70.9,Fresh Produce,32.0,6.3,supermarket,cooked,19.9,17,18.4,56.1,0.51,winter,Low,5,4,0,3,2
68.26,Fresh Produce,20.2,6.9,corporate,packaged,17.4,8,7.8,49.4,0.98,summer,Low,5,0,2,2,2
50.99,Fresh Produce,11.3,3.9,household,raw,17.8,3,6.6,44.2,0.41,spring,Low,5,2,4,1,2
22.14,Fresh Produce,25.3,7.8,event,packaged,1.1,15,18.0,60.8,0.84,monsoon,High,5,1,2,0,1
64.62,Fresh Produce,46.2,5.0,supermarket,frozen,29.6,15,8.6,86.9,0.98,summer,Low,5,4,1,2,2
39.23,Fresh Produce,31.1,5.7,corporate,processed,15.8,6,8.3,63.2,0.54,winter,Low,5,0,3,3,2
35.17,Fresh Produce,17.1,6.4,supermarket,raw,6.1,8,12.0,78.3,0.95,spring,Moderate,5,4,4,1,3
59.99,Fresh Produce,10.6,7.5,supermarket,raw,23.8,13,1.0,88.1,0.32,monsoon,Low,5,4,4,0,2
58.97,Fresh Produce,43.2,6.7,event,cooked,14.8,14,7.8,76.7,0.76,summer,Low,5,1,0,2,2
34.99,Fresh Produce,29.5,5.2,restaurant,packaged,9.0,18,6.1,60.9,0.64,spring,Moderate,5,3,2,1,3
27.71,Fresh Produce,10.6,4.8,restaurant,raw,22.2,5,20.4,47.3,0.73,winter,Moderate,5,3,4,3,3
49.12,Fresh Produce,40.7,4.4,event,packaged,8.4,11,9.9,71.0,0.79,monsoon,Low,5,1,2,0,2
71.99,Fresh Produce,27.1,7.2,event,raw,9.5,5,22.9,69.4,0.86,winter,Low,5,1,4,3,2
21.64,Fresh Produce,26.1,5.7,event,raw,7.7,19,19.7,89.3,0.99,winter,High,5,1,4,3,1
54.27,Fresh Produce,3.0,7.4,household,processed,23.5,8,2.4,85.9,0.35,spring,Low,5,2,3,1,2
14.3,Fresh Produce,26.4,4.6,restaurant,cooked,3.2,1,12.7,86.5,0.75,spring,High,5,3,0,1,1
29.68,Fresh Produce,24.0,6.1,event,packaged,15.5,9,15.1,44.7,0.55,spring,Moderate,5,1,2,1,3
67.71,Fresh Produce,47.4,2.2,event,cooked,6.6,18,2.8,62.6,0.49,winter,Low,5,1,0,3,2
52.2,Fresh Produce,12.9,5.5,event,cooked,29.1,12,14.0,65.8,0.8,winter,Low,5,1,0,3,2
6.24,Fresh Produce,15.5,5.7,restaurant,raw,18.9,19,3.1,61.7,0.96,winter,High,5,3,4,3,1
16.44,Fresh Produce,26.1,2.9,corporate,processed,8.2,4,5.4,43.2,0.47,winter,High,5,0,3,3,1
18.44,Fresh Produce,48.5,5.5,household,raw,27.0,4,15.0,38.4,0.55,winter,High,5,2,4,3,1
41.66,Fresh Produce,29.9,6.5,event,frozen,13.6,7,2.0,40.2,0.74,monsoon,Low,5,1,1,0,2
15.75,Fresh Produce,39.7,6.9,restaurant,raw,14.5,5,20.3,52.7,0.79,monsoon,High,5,3,4,0,1
8.99,Fresh Produce,23.5,4.6,restaurant,packaged,25.8,15,18.5,43.0,0.82,monsoon,High,5,3,2,0,1
33.25,Fresh Produce,26.9,7.0,event,packaged,1.5,1,6.5,48.2,0.74,spring,Moderate,5,1,2,1,3
43.1,Fresh Produce,26.3,6.7,restaurant,frozen,12.6,4,7.0,89.8,0.57,monsoon,Low,5,3,1,0,2
0.99,Fresh Produce,24.3,6.7,event,packaged,11.7,17,21.4,73.3,0.83,monsoon,Critical,5,1,2,0,0
9.97,Fresh Produce,15.6,4.5,household,packaged,8.6,17,8.5,88.5,0.93,spring,High,5,2,2,1,1
1.38,Fresh Produce,0.7,5.3,corporate,packaged,12.4,18,20.6,76.7,0.81,winter,Critical,5,0,2,3,0
27.83,Fresh Produce,42.1,3.5,event,packaged,23.8,11,13.3,44.5,0.33,spring,Moderate,5,1,2,1,3
43.45,Fresh Produce,16.1,6.3,event,frozen,7.0,18,13.3,41.0,0.58,summer,Low,5,1,1,2,2
0.88,Fresh Produce,29.8,4.1,household,processed,1.2,15,18.5,89.9,0.59,winter,Critical,5,2,3,3,0
2.49,Fresh Produce,31.7,3.0,supermarket,cooked,26.8,11,15.5,71.4,0.67,winter,High,5,4,0,3,1
71.34,Fresh Produce,4.9,3.4,household,processed,24.5,8,12.5,68.5,0.65,summer,Low,5,2,3,2,2
23.59,Fresh Produce,36.5,2.8,supermarket,cooked,13.0,17,15.1,43.5,0.86,monsoon,High,5,4,0,0,1
50.18,Fresh Produce,3.8,5.1,event,frozen,4.0,12,23.4,35.4,0.58,spring,Low,5,1,1,1,2
31.85,Fresh Produce,18.5,7.1,corporate,frozen,26.9,3,17.1,39.5,0.46,winter,Moderate,5,0,1,3,3
56.11,Fresh Produce,20.2,4.2,supermarket,raw,6.3,15,7.1,87.6,0.91,monsoon,Low,5,4,4,0,2
54.9,Fresh Produce,26.1,5.7,corporate,cooked,22.6,5,10.4,43.9,0.75,summer,Low,5,0,0,2,2
56.23,Fresh Produce,40.5,2.5,restaurant,cooked,15.2,13,2.7,43.2,0.62,winter,Low,5,3,0,3,2
6.37,Fresh Produce,36.9,7.6,household,processed,21.9,13,2.7,63.4,0.82,summer,High,5,2,3,2,1
65.33,Fresh Produce,28.3,3.3,restaurant,raw,11.8,15,13.8,55.8,0.41,monsoon,Low,5,3,4,0,2
69.79,Fresh Produce,30.4,7.2,corporate,processed,12.8,5,19.4,34.2,0.46,spring,Low,5,0,3,1,2
62.43,Fresh Produce,38.4,3.4,corporate,frozen,27.7,9,6.8,78.0,0.31,monsoon,Low,5,0,1,0,2
22.52,Fresh Produce,4.7,4.2,household,frozen,8.2,12,3.8,68.2,0.62,monsoon,High,5,2,1,0,1
47.07,Fresh Produce,32.2,3.8,supermarket,cooked,12.0,8,7.2,39.5,0.6,summer,Low,5,4,0,2,2
13.64,Fresh Produce,21.9,3.6,supermarket,frozen,16.5,5,5.1,76.1,0.76,monsoon,High,5,4,1,0,1
35.52,Fresh Produce,44.7,6.7,restaurant,processed,13.2,3,14.6,51.4,0.79,summer,Moderate,5,3,3,2,3
49.34,Fresh Produce,3.2,5.6,event,packaged,6.8,13,1.4,88.8,0.56,spring,Low,5,1,2,1,2
54.15,Fresh Produce,45.5,5.0,event,packaged,10.2,17,23.4,77.8,0.43,spring,Low,5,1,2,1,2
70.08,Fresh Produce,28.8,3.4,supermarket,cooked,12.5,14,10.1,84.7,0.33,monsoon,Low,5,4,0,0,2
67.99,Fresh Produce,24.1,7.2,supermarket,cooked,18.8,18,1.9,65.1,0.59,monsoon,Low,5,4,0,0,2
24.99,Fresh Produce,37.3,4.2,corporate,processed,12.0,18,3.0,50.6,0.39,summer,Moderate,5,0,3,2,3
9.63,Fresh Produce,14.0,5.7,restaurant,packaged,13.1,12,15.8,33.0,0.86,monsoon,High,5,3,2,0,1
18.96,Fresh Produce,45.9,3.8,supermarket,processed,28.9,3,10.6,72.3,0.47,monsoon,High,5,4,3,0,1
4.4,Fresh Produce,32.7,6.2,event,frozen,1.6,16,18.5,78.5,0.33,summer,High,5,1,1,2,1
67.73,Fresh Produce,32.9,7.2,household,packaged,24.5,3,7.5,89.6,0.88,winter,Low,5,2,2,3,2
8.46,Fresh Produce,47.6,4.4,corporate,cooked,2.9,6,7.6,35.9,0.62,spring,High,5,0,0,1,1
23.35,Fresh Produce,3.8,3.0,restaurant,frozen,2.2,6,5.5,47.0,0.96,winter,High,5,3,1,3,1
44.96,Fresh Produce,40.9,4.9,supermarket,raw,13.3,9,10.7,47.2,0.73,monsoon,Low,5,4,4,0,2
15.15,Fresh Produce,40.6,7.8,household,frozen,29.1,14,2.3,60.9,0.9,summer,High,5,2,1,2,1
19.93,Fresh Produce,39.6,7.8,event,cooked,15.9,10,4.0,51.3,0.89,monsoon,High,5,1,0,0,1
30.68,Fresh Produce,30.9,2.0,supermarket,frozen,7.2,9,23.6,35.8,0.95,summer,Moderate,5,4,1,2,3
33.99,Fresh Produce,8.1,6.6,supermarket,cooked,9.3,6,1.8,86.5,0.77,spring,Moderate,5,4,0,1,3
33.99,Fresh Produce,46.6,5.2,corporate,packaged,3.4,1,0.5,57.1,0.62,winter,Moderate,5,0,2,3,3
41.69,Fresh Produce,6.8,5.6,corporate,packaged,6.8,16,0.2,65.7,0.65,monsoon,Low,5,0,2,0,2
52.35,Fresh Produce,10.6,6.2,event,raw,12.9,15,11.1,30.6,0.3,summer,Low,5,1,4,2,2
20.06,Fresh Produce,7.8,7.0,event,frozen,29.5,15,13.2,51.7,0.7,summer,High,5,1,1,2,1
9.22,Fresh Produce,37.8,6.6,corporate,processed,19.7,6,14.0,31.9,0.63,summer,High,5,0,3,2,1
71.65,Fresh Produce,28.5,3.4,event,cooked,16.3,13,4.3,64.5,0.4,winter,Low,5,1,0,3,2
67.74,Fresh Produce,25.8,3.5,restaurant,cooked,9.8,15,0.2,33.5,0.76,spring,Low,5,3,0,1,2
37.55,Fresh Produce,14.9,7.1,restaurant,raw,16.7,12,12.1,48.9,0.79,monsoon,Low,5,3,4,0,2
70.61,Fresh Produce,19.5,5.7,household,processed,12.8,14,23.3,31.7,0.82,winter,Low,5,2,3,3,2
6.03,Fresh Produce,44.1,4.5,household,frozen,7.4,17,6.6,51.4,0.36,spring,High,5,2,1,1,1
31.02,Fresh Produce,41.0,2.3,corporate,cooked,15.1,11,21.9,89.9,0.65,spring,Moderate,5,0,0,1,3
12.58,Fresh Produce,18.1,7.5,supermarket,frozen,16.2,10,16.6,71.3,0.66,monsoon,High,5,4,1,0,1
42.36,Fresh Produce,18.3,6.7,restaurant,cooked,4.2,15,16.2,47.7,0.76,monsoon,Low,5,3,0,0,2
50.85,Fresh Produce,36.5,6.1,household,raw,24.2,7,20.5,52.4,0.58,monsoon,Low,5,2,4,0,2
21.64,Fresh Produce,41.7,5.3,household,processed,6.9,17,14.2,68.1,0.84,monsoon,High,5,2,3,0,1
25.03,Fresh Produce,26.1,3.6,household,processed,28.0,15,19.4,71.4,0.47,winter,Moderate,5,2,3,3,3
67.17,Fresh Produce,49.0,6.6,supermarket,processed,27.1,16,21.3,57.2,0.35,spring,Low,5,4,3,1,2
47.73,Fresh Produce,37.9,6.9,supermarket,raw,12.0,5,20.6,80.0,0.73,winter,Low,5,4,4,3,2
38.99,Fresh Produce,3.9,3.2,supermarket,processed,28.4,6,19.9,81.0,0.51,winter,Low,5,4,3,3,2
53.45,Fresh Produce,35.5,3.6,supermarket,cooked,15.2,10,10.5,50.1,1.0,summer,Low,5,4,0,2,2
39.49,Fresh Produce,26.5,2.1,restaurant,raw,22.4,5,6.3,35.0,0.99,winter,Low,5,3,4,3,2
20.03,Fresh Produce,38.5,6.1,restaurant,processed,20.2,11,14.4,88.0,0.78,monsoon,High,5,3,3,0,1
14.7,Fresh Produce,34.1,4.7,restaurant,processed,19.9,3,12.3,47.5,0.95,summer,High,5,3,3,2,1
1.1,Fresh Produce,27.8,5.5,corporate,raw,5.9,5,21.7,48.3,0.39,monsoon,Critical,5,0,4,0,0
30.68,Fresh Produce,46.1,3.9,restaurant,raw,12.0,14,17.1,71.4,0.9,winter,Moderate,5,3,4,3,3
8.86,Fresh Produce,25.6,4.6,event,processed,23.6,4,21.0,55.4,0.71,monsoon,High,5,1,3,0,1
13.27,Fresh Produce,15.8,2.6,supermarket,packaged,11.4,2,12.9,84.2,0.77,spring,High,5,4,2,1,1
3.73,Fresh Produce,15.7,8.0,corporate,cooked,8.9,19,23.3,88.8,0.6,monsoon,High,5,0,0,0,1
41.38,Fresh Produce,14.2,3.3,event,cooked,14.3,18,4.9,38.0,0.45,spring,Low,5,1,0,1,2
10.05,Fresh Produce,3.2,7.1,restaurant,cooked,8.4,6,13.9,66.8,0.9,spring,High,5,3,0,1,1
67.59,Fresh Produce,47.2,2.0,household,cooked,6.4,16,23.8,64.2,0.94,monsoon,Low,5,2,0,0,2
46.56,Fresh Produce,12.7,3.5,household,frozen,24.5,16,21.1,79.8,0.9,winter,Low,5,2,1,3,2
13.27,Fresh Produce,41.6,3.2,supermarket,frozen,6.7,4,3.1,77.0,0.87,summer,High,5,4,1,2,1
20.0,Fresh Produce,31.3,6.0,corporate,raw,12.4,7,11.2,69.1,0.82,summer,High,5,0,4,2,1
22.64,Fresh Produce,3.1,3.7,household,cooked,22.3,11,14.3,34.7,0.37,summer,High,5,2,0,2,1
14.85,Fresh Produce,16.2,2.8,household,cooked,17.2,1,20.8,43.5,0.34,summer,High,5,2,0,2,1
60.79,Fresh Produce,11.7,6.9,event,frozen,10.8,7,14.3,50.5,0.76,winter,Low,5,1,1,3,2
15.96,Fresh Produce,18.7,4.2,event,packaged,15.0,10,3.5,59.2,0.78,monsoon,High,5,1,2,0,1
51.03,Fresh Produce,46.9,7.0,restaurant,cooked,21.6,14,19.1,76.6,0.47,summer,Low,5,3,0,2,2
23.26,Fresh Produce,7.2,5.2,corporate,processed,20.1,5,22.3,33.6,0.7,monsoon,High,5,0,3,0,1
46.2,Fresh Produce,23.8,3.1,restaurant,cooked,12.8,18,4.1,70.7,0.32,monsoon,Low,5,3,0,0,2
63.51,Fresh Produce,42.3,5.7,supermarket,processed,20.2,2,4.6,54.7,0.63,monsoon,Low,5,4,3,0,2
12.49,Fresh Produce,48.7,4.3,household,frozen,20.0,2,10.1,51.6,0.59,winter,High,5,2,1,3,1
9.54,Fresh Produce,17.3,4.5,event,cooked,24.2,2,21.2,84.5,0.53,spring,High,5,1,0,1,1
67.12,Fresh Produce,22.9,7.0,household,raw,7.4,16,5.0,71.4,0.94,monsoon,Low,5,2,4,0,2
70.58,Fresh Produce,41.7,7.1,restaurant,raw,14.6,19,5.2,51.0,0.92,winter,Low,5,3,4,3,2
19.66,Fresh Produce,34.2,4.9,supermarket,raw,26.1,2,23.6,35.1,0.34,monsoon,High,5,4,4,0,1
24.26,Fresh Produce,6.9,5.6,restaurant,cooked,10.7,14,7.5,85.4,0.73,winter,Moderate,5,3,0,3,3
5.17,Fresh Produce,8.7,7.7,corporate,raw,20.3,15,3.9,33.3,0.45,monsoon,High,5,0,4,0,1
57.13,Fresh Produce,36.6,3.3,household,frozen,27.9,5,10.4,41.9,0.71,winter,Low,5,2,1,3,2
16.08,Fresh Produce,16.3,5.2,household,processed,16.8,1,8.0,79.0,0.49,spring,High,5,2,3,1,1
61.39,Fresh Produce,24.6,6.1,restaurant,frozen,3.7,11,11.1,43.8,0.81,spring,Low,5,3,1,1,2
21.97,Fresh Produce,45.6,6.0,restaurant,cooked,29.6,4,3.9,59.9,0.97,spring,High,5,3,0,1,1
50.29,Fresh Produce,48.0,6.2,event,frozen,7.1,17,12.5,86.8,0.63,monsoon,Low,5,1,1,0,2
36.25,Fresh Produce,27.4,7.7,corporate,processed,19.2,17,21.9,64.9,0.34,monsoon,Low,5,0,3,0,2
5.45,Fresh Produce,12.3,4.0,event,packaged,29.5,4,13.1,53.5,0.94,winter,High,5,1,2,3,1
6.73,Fresh Produce,8.5,7.1,restaurant,raw,0.7,10,19.6,86.9,0.78,monsoon,High,5,3,4,0,1
22.62,Fresh Produce,48.9,4.4,event,frozen,11.8,1,7.1,49.7,0.78,summer,High,5,1,1,2,1
5.97,Fresh Produce,7.3,4.3,household,processed,4.1,10,19.7,56.3,0.46,summer,High,5,2,3,2,1
42.5,Fresh Produce,33.7,3.6,restaurant,frozen,21.9,7,4.1,30.7,0.66,winter,Low,5,3,1,3,2
50.74,Fresh Produce,14.6,2.9,supermarket,cooked,7.9,11,7.0,67.7,0.77,spring,Low,5,4,0,1,2
9.72,Fresh Produce,24.5,6.6,event,cooked,10.6,4,3.1,43.3,0.63,summer,High,5,1,0,2,1
63.85,Fresh Produce,25.0,6.6,household,processed,18.2,9,16.9,57.4,0.63,winter,Low,5,2,3,3,2
9.94,Fresh Produce,49.2,5.4,restaurant,raw,6.2,11,21.9,62.4,0.55,summer,High,5,3,4,2,1
41.35,Fresh Produce,45.9,5.2,event,frozen,4.1,3,2.9,56.0,0.91,monsoon,Low,5,1,1,0,2
23.47,Fresh Produce,37.1,6.7,restaurant,processed,25.8,19,9.7,37.5,0.43,summer,High,5,3,3,2,1
34.12,Fresh Produce,43.4,5.8,corporate,cooked,26.5,6,14.4,84.4,0.71,spring,Moderate,5,0,0,1,3
40.97,Fresh Produce,9.2,3.8,restaurant,processed,14.1,5,21.4,44.4,0.75,monsoon,Low,5,3,3,0,2
36.04,Fresh Produce,43.2,6.2,household,packaged,23.0,7,23.4,79.0,0.68,winter,Low,5,2,2,3,2
23.95,Fresh Produce,39.3,4.3,restaurant,processed,19.9,8,17.9,36.7,0.92,summer,High,5,3,3,2,1
38.64,Fresh Produce,35.2,3.0,supermarket,cooked,29.6,19,11.0,81.7,0.93,summer,Low,5,4,0,2,2
70.88,Fresh Produce,41.9,4.8,event,processed,12.1,4,17.1,39.4,0.53,winter,Low,5,1,3,3,2
29.44,Fresh Produce,41.4,5.8,restaurant,raw,1.6,1,14.7,82.3,0.5,winter,Moderate,5,3,4,3,3
55.52,Fresh Produce,31.7,3.4,household,raw,9.4,2,20.9,71.3,0.59,winter,Low,5,2,4,3,2
59.44,Fresh Produce,38.1,6.5,supermarket,frozen,9.3,18,15.5,66.7,0.73,spring,Low,5,4,1,1,2
